"","plot","period","effort","year","month","y_count","y_occ","newmoonnumber","ym","precip","airtemp","precip_lag1","precip_lag2","ndvi","season"
"5326",1,224,49,1996,9,1,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5327",2,224,49,1996,9,4,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5328",3,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5329",4,224,49,1996,9,3,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5330",5,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5331",6,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5332",7,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5333",8,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5334",9,224,49,1996,9,3,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5335",10,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5336",11,224,49,1996,9,2,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5337",12,224,49,1996,9,8,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5338",13,224,49,1996,9,1,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5339",14,224,49,1996,9,7,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5340",15,224,49,1996,9,1,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5341",16,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5342",17,224,49,1996,9,5,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5343",18,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5344",19,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5345",20,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5346",21,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5347",22,224,49,1996,9,4,1,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5348",23,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5349",24,224,49,1996,9,0,0,238,1996-09-01,38.608,21.6395277777778,17.78,79.248,0.3365,"fall"
"5350",1,225,49,1996,10,2,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5351",2,225,49,1996,10,4,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5352",3,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5353",4,225,49,1996,10,5,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5354",5,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5355",6,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5356",7,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5357",8,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5358",9,225,49,1996,10,5,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5359",10,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5360",11,225,49,1996,10,2,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5361",12,225,49,1996,10,5,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5362",13,225,49,1996,10,1,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5363",14,225,49,1996,10,6,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5364",15,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5365",16,225,49,1996,10,1,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5366",17,225,49,1996,10,6,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5367",18,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5368",19,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5369",20,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5370",21,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5371",22,225,49,1996,10,4,1,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5372",23,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5373",24,225,49,1996,10,0,0,239,1996-10-01,49.276,17.6464287634409,38.608,17.78,0.3335,"fall"
"5374",1,226,49,1996,11,1,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5375",2,226,49,1996,11,3,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5376",3,226,49,1996,11,1,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5377",4,226,49,1996,11,6,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5378",5,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5379",6,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5380",7,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5381",8,226,49,1996,11,3,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5382",9,226,49,1996,11,7,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5383",10,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5384",11,226,49,1996,11,4,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5385",12,226,49,1996,11,5,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5386",13,226,49,1996,11,1,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5387",14,226,49,1996,11,5,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5388",15,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5389",16,226,49,1996,11,1,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5390",17,226,49,1996,11,4,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5391",18,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5392",19,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5393",20,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5394",21,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5395",22,226,49,1996,11,4,1,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5396",23,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5397",24,226,49,1996,11,0,0,240,1996-11-01,6.858,11.9093972222222,49.276,38.608,0.2815,"fall"
"5398",1,227,49,1996,12,3,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5399",2,227,49,1996,12,2,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5400",3,227,49,1996,12,1,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5401",4,227,49,1996,12,7,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5402",5,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5403",6,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5404",7,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5405",8,227,49,1996,12,3,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5406",9,227,49,1996,12,6,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5407",10,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5408",11,227,49,1996,12,3,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5409",12,227,49,1996,12,9,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5410",13,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5411",14,227,49,1996,12,4,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5412",15,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5413",16,227,49,1996,12,3,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5414",17,227,49,1996,12,6,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5415",18,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5416",19,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5417",20,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5418",21,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5419",22,227,49,1996,12,4,1,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5420",23,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5421",24,227,49,1996,12,0,0,241,1996-12-01,0,8.44132392473118,6.858,49.276,0.283,"winter"
"5422",1,228,49,1997,2,3,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5423",2,228,49,1997,2,3,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5424",3,228,49,1997,2,3,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5425",4,228,49,1997,2,11,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5426",5,228,49,1997,2,3,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5427",6,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5428",7,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5429",8,228,49,1997,2,4,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5430",9,228,49,1997,2,11,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5431",10,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5432",11,228,49,1997,2,5,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5433",12,228,49,1997,2,13,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5434",13,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5435",14,228,49,1997,2,11,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5436",15,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5437",16,228,49,1997,2,4,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5438",17,228,49,1997,2,9,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5439",18,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5440",19,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5441",20,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5442",21,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5443",22,228,49,1997,2,7,1,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5444",23,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5445",24,228,49,1997,2,0,0,243,1997-02-01,40.64,8.52273214285714,25.908,0,0.2515,"winter"
"5446",1,229,49,1997,3,1,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5447",2,229,49,1997,3,9,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5448",3,229,49,1997,3,2,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5449",4,229,49,1997,3,7,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5450",5,229,49,1997,3,1,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5451",6,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5452",7,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5453",8,229,49,1997,3,2,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5454",9,229,49,1997,3,8,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5455",10,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5456",11,229,49,1997,3,4,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5457",12,229,49,1997,3,9,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5458",13,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5459",14,229,49,1997,3,17,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5460",15,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5461",16,229,49,1997,3,7,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5462",17,229,49,1997,3,12,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5463",18,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5464",19,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5465",20,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5466",21,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5467",22,229,49,1997,3,12,1,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5468",23,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5469",24,229,49,1997,3,0,0,244,1997-03-01,3.048,14.5775806451613,40.64,25.908,0.2945,"spring"
"5470",1,230,49,1997,4,2,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5471",2,230,49,1997,4,2,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5472",3,230,49,1997,4,1,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5473",4,230,49,1997,4,6,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5474",5,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5475",6,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5476",7,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5477",8,230,49,1997,4,1,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5478",9,230,49,1997,4,5,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5479",10,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5480",11,230,49,1997,4,2,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5481",12,230,49,1997,4,12,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5482",13,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5483",14,230,49,1997,4,13,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5484",15,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5485",16,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5486",17,230,49,1997,4,8,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5487",18,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5488",19,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5489",20,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5490",21,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5491",22,230,49,1997,4,3,1,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5492",23,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5493",24,230,49,1997,4,0,0,245,1997-04-01,2.794,16.4093138888889,3.048,40.64,0.3145,"spring"
"5494",1,231,49,1997,5,1,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5495",2,231,49,1997,5,1,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5496",3,231,49,1997,5,1,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5497",4,231,49,1997,5,4,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5498",5,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5499",6,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5500",7,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5501",8,231,49,1997,5,1,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5502",9,231,49,1997,5,4,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5503",10,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5504",11,231,49,1997,5,3,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5505",12,231,49,1997,5,7,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5506",13,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5507",14,231,49,1997,5,9,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5508",15,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5509",16,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5510",17,231,49,1997,5,9,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5511",18,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5512",19,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5513",20,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5514",21,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5515",22,231,49,1997,5,3,1,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5516",23,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5517",24,231,49,1997,5,0,0,246,1997-05-01,29.718,23.2361424731183,2.794,3.048,0.268,"spring"
"5518",1,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5519",2,232,49,1997,6,1,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5520",3,232,49,1997,6,1,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5521",4,232,49,1997,6,8,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5522",5,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5523",6,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5524",7,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5525",8,232,49,1997,6,2,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5526",9,232,49,1997,6,4,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5527",10,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5528",11,232,49,1997,6,3,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5529",12,232,49,1997,6,8,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5530",13,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5531",14,232,49,1997,6,9,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5532",15,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5533",16,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5534",17,232,49,1997,6,9,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5535",18,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5536",19,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5537",20,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5538",21,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5539",22,232,49,1997,6,6,1,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5540",23,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5541",24,232,49,1997,6,0,0,247,1997-06-01,4.572,26.8163888888889,29.718,2.794,0.2695,"summer"
"5542",1,233,49,1997,7,2,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5543",2,233,49,1997,7,1,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5544",3,233,49,1997,7,1,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5545",4,233,49,1997,7,7,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5546",5,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5547",6,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5548",7,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5549",8,233,49,1997,7,2,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5550",9,233,49,1997,7,5,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5551",10,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5552",11,233,49,1997,7,3,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5553",12,233,49,1997,7,8,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5554",13,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5555",14,233,49,1997,7,7,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5556",15,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5557",16,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5558",17,233,49,1997,7,6,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5559",18,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5560",19,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5561",20,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5562",21,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5563",22,233,49,1997,7,7,1,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5564",23,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5565",24,233,49,1997,7,0,0,248,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5566",1,234,49,1997,7,2,1,249,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5567",2,234,49,1997,7,1,1,249,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5568",3,234,49,1997,7,0,0,249,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
"5569",4,234,49,1997,7,6,1,249,1997-07-01,35.814,27.09375,4.572,29.718,0.275,"summer"
